epsilon = 0.3
learning_rate = 0.05
discount_rate = 0.99
lambda = 0.5

T = 0.1
step,SARSA,Q_learning,double_Q_learning,QV_learning,std_SARSA,std_Q,std_double_Q,std_QV
301,30,10,135,10,0,0,0,0
302,198,17,11,21,0,0,0,0
303,6,73,31,8,0,0,0,0
304,24,57,18,11,0,0,0,0
305,23,12,37,12,0,0,0,0
306,18,5,133,17,0,0,0,0
307,9,118,39,15,0,0,0,0
308,170,13,4,9,0,0,0,0
309,39,11,48,11,0,0,0,0
310,86,22,136,18,0,0,0,0
311,10,11,162,10,0,0,0,0
312,17,29,8,17,0,0,0,0
313,46,13,44,11,0,0,0,0
314,380,33,20,9,0,0,0,0
315,83,13,7,9,0,0,0,0
316,107,25,260,12,0,0,0,0
317,18,10,14,12,0,0,0,0
318,12,19,17,8,0,0,0,0
319,22,39,12,8,0,0,0,0
320,11,10,2,12,0,0,0,0
321,221,19,320,16,0,0,0,0
322,16,188,39,12,0,0,0,0
323,17,17,7,12,0,0,0,0
324,10,12,9,10,0,0,0,0
325,11,55,13,15,0,0,0,0
326,22,50,16,19,0,0,0,0
327,405,13,16,19,0,0,0,0
328,40,10,56,12,0,0,0,0
329,21,12,12,22,0,0,0,0
330,214,11,89,12,0,0,0,0
331,17,9,13,7,0,0,0,0
332,15,16,200,21,0,0,0,0
333,121,30,50,10,0,0,0,0
334,20,11,8,10,0,0,0,0
335,12,19,9,10,0,0,0,0
336,47,15,191,11,0,0,0,0
337,822,17,6,8,0,0,0,0
338,137,109,17,11,0,0,0,0
339,48,86,1006,18,0,0,0,0
340,65,11,12,11,0,0,0,0
341,10,61,13,12,0,0,0,0
342,11,2,21,21,0,0,0,0
343,500,7,19,9,0,0,0,0
344,28,11,137,19,0,0,0,0
345,77,12,75,3,0,0,0,0
346,23,31,12,11,0,0,0,0
347,49,9,2,12,0,0,0,0
348,21,18,12,19,0,0,0,0
349,28,16,12,12,0,0,0,0
350,10,18,12,13,0,0,0,0
351,99,129,10,20,0,0,0,0
352,8,9,10,17,0,0,0,0
353,48,19,103,17,0,0,0,0
354,14,12,15,10,0,0,0,0
355,99,12,10,4,0,0,0,0
356,35,10,102,6,0,0,0,0
357,9,12,9,15,0,0,0,0
358,12,12,18,21,0,0,0,0
359,31,14,16,12,0,0,0,0
360,18,32,20,11,0,0,0,0
361,14,15,16,15,0,0,0,0
362,17,20,18,10,0,0,0,0
363,54,12,10,16,0,0,0,0
364,19,10,83,22,0,0,0,0
365,22,5,7,20,0,0,0,0
366,8,10,39,16,0,0,0,0
367,32,10,13,9,0,0,0,0
368,24,18,12,21,0,0,0,0
369,33,8,28,22,0,0,0,0
370,20,16,16,9,0,0,0,0
371,21,19,54,20,0,0,0,0
372,28,8,13,17,0,0,0,0
373,21,10,91,9,0,0,0,0
374,24,10,10,13,0,0,0,0
375,26,12,13,20,0,0,0,0
376,44,14,10,17,0,0,0,0
