epsilon = 0.3
learning_rate = 0.05
discount_rate = 0.99
lambda = 0.5

T = 0.1
step,SARSA,Q_learning,double_Q_learning,QV_learning,std_SARSA,std_Q,std_double_Q,std_QV
574,16,16,4,18,0,0,0,0
575,93,21,15,9,0,0,0,0
576,29,10,5,10,0,0,0,0
577,40,11,11,12,0,0,0,0
578,2,5,10,18,0,0,0,0
579,27,12,21,15,0,0,0,0
580,21,20,16,5,0,0,0,0
581,40,13,16,11,0,0,0,0
582,37,5,14,16,0,0,0,0
583,54,18,21,2,0,0,0,0
584,23,12,14,21,0,0,0,0
585,30,16,15,13,0,0,0,0
586,20,9,18,20,0,0,0,0
587,46,17,37,14,0,0,0,0
588,19,17,14,9,0,0,0,0
589,27,20,12,10,0,0,0,0
590,15,8,181,2,0,0,0,0
591,18,22,296,20,0,0,0,0
592,71,13,18,22,0,0,0,0
593,11,18,2,20,0,0,0,0
594,23,5,19,16,0,0,0,0
595,21,14,9,15,0,0,0,0
596,35,3,14,15,0,0,0,0
597,16,10,10,8,0,0,0,0
598,36,3,11,4,0,0,0,0
599,14,17,9,19,0,0,0,0
600,15,20,17,21,0,0,0,0
601,16,9,9,10,0,0,0,0
602,17,21,3,9,0,0,0,0
603,16,6,13,15,0,0,0,0
604,33,10,9,5,0,0,0,0
605,39,10,6,3,0,0,0,0
606,21,12,587,20,0,0,0,0
607,17,13,16,10,0,0,0,0
608,16,19,26,21,0,0,0,0
609,13,10,16,10,0,0,0,0
610,3,19,19,7,0,0,0,0
611,31,21,17,18,0,0,0,0
612,29,15,161,17,0,0,0,0
613,48,12,42,8,0,0,0,0
614,18,13,14,18,0,0,0,0
615,18,15,14,21,0,0,0,0
616,39,10,57,14,0,0,0,0
617,21,12,13,19,0,0,0,0
618,21,9,12,19,0,0,0,0
619,41,12,9,10,0,0,0,0
620,222,14,20,10,0,0,0,0
621,34,18,12,10,0,0,0,0
622,24,21,10,13,0,0,0,0
623,97,11,93,16,0,0,0,0
624,9,12,12,9,0,0,0,0
625,16,12,177,4,0,0,0,0
626,24,17,16,19,0,0,0,0
627,14,9,13,15,0,0,0,0
628,46,24,11,12,0,0,0,0
629,17,14,9,9,0,0,0,0
630,18,8,37,8,0,0,0,0
631,24,15,54,2,0,0,0,0
632,26,13,12,17,0,0,0,0
633,26,12,29,17,0,0,0,0
634,24,11,11,22,0,0,0,0
635,39,9,109,18,0,0,0,0
636,17,20,6,5,0,0,0,0
637,16,18,19,18,0,0,0,0
638,36,11,12,14,0,0,0,0
639,16,21,11,17,0,0,0,0
640,29,18,18,21,0,0,0,0
641,12,13,7,10,0,0,0,0
642,18,17,34,12,0,0,0,0
643,57,19,9,20,0,0,0,0
644,39,9,15,10,0,0,0,0
645,33,15,16,20,0,0,0,0
646,244,11,11,5,0,0,0,0
647,59,11,9,10,0,0,0,0
648,18,14,17,22,0,0,0,0
649,56,21,14,11,0,0,0,0
650,10,9,10,10,0,0,0,0
651,13,11,10,16,0,0,0,0
652,86,21,7,19,0,0,0,0
653,10,11,12,17,0,0,0,0
654,66,10,18,18,0,0,0,0
655,23,11,15,21,0,0,0,0
656,86,20,133,22,0,0,0,0
657,31,12,24,19,0,0,0,0
658,33,11,41,17,0,0,0,0
659,3,17,9,3,0,0,0,0
660,3,12,11,20,0,0,0,0
661,431,21,9,2,0,0,0,0
662,26,16,15,10,0,0,0,0
663,17,38,10,20,0,0,0,0
664,11,11,9,10,0,0,0,0
665,13,13,17,14,0,0,0,0
666,25,9,21,21,0,0,0,0
667,30,18,30,11,0,0,0,0
668,13,18,8,9,0,0,0,0
669,7,20,15,11,0,0,0,0
670,147,11,9,7,0,0,0,0
671,17,11,7,14,0,0,0,0
672,19,19,15,10,0,0,0,0
673,6,22,18,20,0,0,0,0
674,22,18,14,19,0,0,0,0
675,19,13,11,19,0,0,0,0
676,17,11,166,11,0,0,0,0
677,145,13,12,11,0,0,0,0
678,204,16,10,17,0,0,0,0
679,1232,24,7,21,0,0,0,0
680,54,20,11,12,0,0,0,0
681,32,20,236,20,0,0,0,0
682,11,18,17,12,0,0,0,0
683,13,9,27,10,0,0,0,0
684,10,2,5,22,0,0,0,0
685,27,19,19,12,0,0,0,0
686,645,10,3,15,0,0,0,0
687,263,22,14,15,0,0,0,0
688,239,65,47,17,0,0,0,0
689,28,18,13,22,0,0,0,0
690,17,11,17,19,0,0,0,0
691,24,19,20,10,0,0,0,0
692,19,18,11,8,0,0,0,0
693,25,7,24,8,0,0,0,0
694,256,18,18,20,0,0,0,0
695,17,4,14,20,0,0,0,0
696,75,12,21,12,0,0,0,0
697,25,18,13,10,0,0,0,0
698,32,16,10,17,0,0,0,0
699,22,11,12,10,0,0,0,0
700,606,18,36,11,0,0,0,0
